#Date Day Month Year Weekday Weeknum LeapYear
09/24/2008 24 9 2008 4 38 1
09/25/2008 25 9 2008 5 38 1
09/26/2008 26 9 2008 6 38 1
09/27/2008 27 9 2008 7 38 1
09/28/2008 28 9 2008 1 38 1
09/29/2008 29 9 2008 2 39 1
09/30/2008 30 9 2008 3 39 1
10/01/2008 1 10 2008 4 39 1
10/02/2008 2 10 2008 5 39 1
10/03/2008 3 10 2008 6 39 1
10/04/2008 4 10 2008 7 39 1
10/05/2008 5 10 2008 1 39 1
10/06/2008 6 10 2008 2 40 1
10/07/2008 7 10 2008 3 40 1
10/08/2008 8 10 2008 4 40 1
10/09/2008 9 10 2008 5 40 1
10/10/2008 10 10 2008 6 40 1
10/11/2008 11 10 2008 7 40 1
10/12/2008 12 10 2008 1 40 1
10/13/2008 13 10 2008 2 41 1
10/14/2008 14 10 2008 3 41 1
10/15/2008 15 10 2008 4 41 1
10/16/2008 16 10 2008 5 41 1
10/17/2008 17 10 2008 6 41 1
10/18/2008 18 10 2008 7 41 1
10/19/2008 19 10 2008 1 41 1
10/20/2008 20 10 2008 2 42 1
10/21/2008 21 10 2008 3 42 1
10/22/2008 22 10 2008 4 42 1
10/23/2008 23 10 2008 5 42 1
10/24/2008 24 10 2008 6 42 1
10/25/2008 25 10 2008 7 42 1
10/26/2008 26 10 2008 1 42 1
10/27/2008 27 10 2008 2 43 1
10/28/2008 28 10 2008 3 43 1
10/29/2008 29 10 2008 4 43 1
10/30/2008 30 10 2008 5 43 1
10/31/2008 31 10 2008 6 43 1
11/01/2008 1 11 2008 7 43 1
11/02/2008 2 11 2008 1 43 1
11/03/2008 3 11 2008 2 44 1
11/04/2008 4 11 2008 3 44 1
11/05/2008 5 11 2008 4 44 1
11/06/2008 6 11 2008 5 44 1
11/07/2008 7 11 2008 6 44 1
11/08/2008 8 11 2008 7 44 1
11/09/2008 9 11 2008 1 44 1
11/10/2008 10 11 2008 2 45 1
11/11/2008 11 11 2008 3 45 1
11/12/2008 12 11 2008 4 45 1
11/13/2008 13 11 2008 5 45 1
11/14/2008 14 11 2008 6 45 1
11/15/2008 15 11 2008 7 45 1
11/16/2008 16 11 2008 1 45 1
11/17/2008 17 11 2008 2 46 1
11/18/2008 18 11 2008 3 46 1
11/19/2008 19 11 2008 4 46 1
11/20/2008 20 11 2008 5 46 1
11/21/2008 21 11 2008 6 46 1
11/22/2008 22 11 2008 7 46 1
11/23/2008 23 11 2008 1 46 1
11/24/2008 24 11 2008 2 47 1
11/25/2008 25 11 2008 3 47 1
11/26/2008 26 11 2008 4 47 1
11/27/2008 27 11 2008 5 47 1
11/28/2008 28 11 2008 6 47 1
11/29/2008 29 11 2008 7 47 1
11/30/2008 30 11 2008 1 47 1
12/01/2008 1 12 2008 2 48 1
12/02/2008 2 12 2008 3 48 1
12/03/2008 3 12 2008 4 48 1
12/04/2008 4 12 2008 5 48 1
12/05/2008 5 12 2008 6 48 1
12/06/2008 6 12 2008 7 48 1
12/07/2008 7 12 2008 1 48 1
12/08/2008 8 12 2008 2 49 1
12/09/2008 9 12 2008 3 49 1
12/10/2008 10 12 2008 4 49 1
12/11/2008 11 12 2008 5 49 1
12/12/2008 12 12 2008 6 49 1
12/13/2008 13 12 2008 7 49 1
12/14/2008 14 12 2008 1 49 1
12/15/2008 15 12 2008 2 50 1
12/16/2008 16 12 2008 3 50 1
12/17/2008 17 12 2008 4 50 1
12/18/2008 18 12 2008 5 50 1
12/19/2008 19 12 2008 6 50 1
12/20/2008 20 12 2008 7 50 1
12/21/2008 21 12 2008 1 50 1
12/22/2008 22 12 2008 2 51 1
12/23/2008 23 12 2008 3 51 1
12/24/2008 24 12 2008 4 51 1
12/25/2008 25 12 2008 5 51 1
12/26/2008 26 12 2008 6 51 1
12/27/2008 27 12 2008 7 51 1
12/28/2008 28 12 2008 1 51 1
12/29/2008 29 12 2008 2 52 1
12/30/2008 30 12 2008 3 52 1
12/31/2008 31 12 2008 4 52 1
01/01/2009 1 1 2009 5 52 0
01/02/2009 2 1 2009 6 52 0
01/03/2009 3 1 2009 7 52 0
01/04/2009 4 1 2009 1 52 0
01/05/2009 5 1 2009 2 1 0
01/06/2009 6 1 2009 3 1 0
01/07/2009 7 1 2009 4 1 0
01/08/2009 8 1 2009 5 1 0
01/09/2009 9 1 2009 6 1 0
01/10/2009 10 1 2009 7 1 0
01/11/2009 11 1 2009 1 1 0
01/12/2009 12 1 2009 2 2 0
01/13/2009 13 1 2009 3 2 0
01/14/2009 14 1 2009 4 2 0
01/15/2009 15 1 2009 5 2 0
01/16/2009 16 1 2009 6 2 0
01/17/2009 17 1 2009 7 2 0
01/18/2009 18 1 2009 1 2 0
01/19/2009 19 1 2009 2 3 0
01/20/2009 20 1 2009 3 3 0
01/21/2009 21 1 2009 4 3 0
01/22/2009 22 1 2009 5 3 0
01/23/2009 23 1 2009 6 3 0
01/24/2009 24 1 2009 7 3 0
01/25/2009 25 1 2009 1 3 0
01/26/2009 26 1 2009 2 4 0
01/27/2009 27 1 2009 3 4 0
01/28/2009 28 1 2009 4 4 0
01/29/2009 29 1 2009 5 4 0
01/30/2009 30 1 2009 6 4 0
01/31/2009 31 1 2009 7 4 0
02/01/2009 1 2 2009 1 4 0
02/02/2009 2 2 2009 2 5 0
02/03/2009 3 2 2009 3 5 0
02/04/2009 4 2 2009 4 5 0
02/05/2009 5 2 2009 5 5 0
02/06/2009 6 2 2009 6 5 0
02/07/2009 7 2 2009 7 5 0
02/08/2009 8 2 2009 1 5 0
02/09/2009 9 2 2009 2 6 0
02/10/2009 10 2 2009 3 6 0
02/11/2009 11 2 2009 4 6 0
02/12/2009 12 2 2009 5 6 0
02/13/2009 13 2 2009 6 6 0
02/14/2009 14 2 2009 7 6 0
02/15/2009 15 2 2009 1 6 0
02/16/2009 16 2 2009 2 7 0
02/17/2009 17 2 2009 3 7 0
02/18/2009 18 2 2009 4 7 0
02/19/2009 19 2 2009 5 7 0
02/20/2009 20 2 2009 6 7 0
02/21/2009 21 2 2009 7 7 0
02/22/2009 22 2 2009 1 7 0
02/23/2009 23 2 2009 2 8 0
02/24/2009 24 2 2009 3 8 0
02/25/2009 25 2 2009 4 8 0
02/26/2009 26 2 2009 5 8 0
02/27/2009 27 2 2009 6 8 0
02/28/2009 28 2 2009 7 8 0
03/01/2009 1 3 2009 1 8 0
03/02/2009 2 3 2009 2 9 0
03/03/2009 3 3 2009 3 9 0
03/04/2009 4 3 2009 4 9 0
03/05/2009 5 3 2009 5 9 0
03/06/2009 6 3 2009 6 9 0
03/07/2009 7 3 2009 7 9 0
03/08/2009 8 3 2009 1 9 0
03/09/2009 9 3 2009 2 10 0
03/10/2009 10 3 2009 3 10 0
03/11/2009 11 3 2009 4 10 0
03/12/2009 12 3 2009 5 10 0
03/13/2009 13 3 2009 6 10 0
03/14/2009 14 3 2009 7 10 0
03/15/2009 15 3 2009 1 10 0
03/16/2009 16 3 2009 2 11 0
03/17/2009 17 3 2009 3 11 0
03/18/2009 18 3 2009 4 11 0
03/19/2009 19 3 2009 5 11 0
03/20/2009 20 3 2009 6 11 0
03/21/2009 21 3 2009 7 11 0
03/22/2009 22 3 2009 1 11 0
03/23/2009 23 3 2009 2 12 0
03/24/2009 24 3 2009 3 12 0
03/25/2009 25 3 2009 4 12 0
03/26/2009 26 3 2009 5 12 0
03/27/2009 27 3 2009 6 12 0
03/28/2009 28 3 2009 7 12 0
03/29/2009 29 3 2009 1 12 0
03/30/2009 30 3 2009 2 13 0
03/31/2009 31 3 2009 3 13 0
04/01/2009 1 4 2009 4 13 0
04/02/2009 2 4 2009 5 13 0
04/03/2009 3 4 2009 6 13 0
04/04/2009 4 4 2009 7 13 0
04/05/2009 5 4 2009 1 13 0
04/06/2009 6 4 2009 2 14 0
04/07/2009 7 4 2009 3 14 0
04/08/2009 8 4 2009 4 14 0
04/09/2009 9 4 2009 5 14 0
04/10/2009 10 4 2009 6 14 0
04/11/2009 11 4 2009 7 14 0
04/12/2009 12 4 2009 1 14 0
04/13/2009 13 4 2009 2 15 0
04/14/2009 14 4 2009 3 15 0
04/15/2009 15 4 2009 4 15 0
04/16/2009 16 4 2009 5 15 0
04/17/2009 17 4 2009 6 15 0
04/18/2009 18 4 2009 7 15 0
04/19/2009 19 4 2009 1 15 0
04/20/2009 20 4 2009 2 16 0
04/21/2009 21 4 2009 3 16 0
04/22/2009 22 4 2009 4 16 0
04/23/2009 23 4 2009 5 16 0
04/24/2009 24 4 2009 6 16 0
04/25/2009 25 4 2009 7 16 0
04/26/2009 26 4 2009 1 16 0
04/27/2009 27 4 2009 2 17 0
04/28/2009 28 4 2009 3 17 0
04/29/2009 29 4 2009 4 17 0
04/30/2009 30 4 2009 5 17 0
05/01/2009 1 5 2009 6 17 0
05/02/2009 2 5 2009 7 17 0
05/03/2009 3 5 2009 1 17 0
05/04/2009 4 5 2009 2 18 0
05/05/2009 5 5 2009 3 18 0
05/06/2009 6 5 2009 4 18 0
05/07/2009 7 5 2009 5 18 0
05/08/2009 8 5 2009 6 18 0
05/09/2009 9 5 2009 7 18 0
05/10/2009 10 5 2009 1 18 0
05/11/2009 11 5 2009 2 19 0
05/12/2009 12 5 2009 3 19 0
05/13/2009 13 5 2009 4 19 0
05/14/2009 14 5 2009 5 19 0
05/15/2009 15 5 2009 6 19 0
05/16/2009 16 5 2009 7 19 0
05/17/2009 17 5 2009 1 19 0
05/18/2009 18 5 2009 2 20 0
05/19/2009 19 5 2009 3 20 0
05/20/2009 20 5 2009 4 20 0
05/21/2009 21 5 2009 5 20 0
05/22/2009 22 5 2009 6 20 0
05/23/2009 23 5 2009 7 20 0
05/24/2009 24 5 2009 1 20 0
05/25/2009 25 5 2009 2 21 0
05/26/2009 26 5 2009 3 21 0
05/27/2009 27 5 2009 4 21 0
05/28/2009 28 5 2009 5 21 0
05/29/2009 29 5 2009 6 21 0
05/30/2009 30 5 2009 7 21 0
05/31/2009 31 5 2009 1 21 0
06/01/2009 1 6 2009 2 22 0
06/02/2009 2 6 2009 3 22 0
06/03/2009 3 6 2009 4 22 0
06/04/2009 4 6 2009 5 22 0
06/05/2009 5 6 2009 6 22 0
06/06/2009 6 6 2009 7 22 0
06/07/2009 7 6 2009 1 22 0
06/08/2009 8 6 2009 2 23 0
06/09/2009 9 6 2009 3 23 0
06/10/2009 10 6 2009 4 23 0
06/11/2009 11 6 2009 5 23 0
06/12/2009 12 6 2009 6 23 0
06/13/2009 13 6 2009 7 23 0
06/14/2009 14 6 2009 1 23 0
06/15/2009 15 6 2009 2 24 0
06/16/2009 16 6 2009 3 24 0
06/17/2009 17 6 2009 4 24 0
06/18/2009 18 6 2009 5 24 0
06/19/2009 19 6 2009 6 24 0
06/20/2009 20 6 2009 7 24 0
06/21/2009 21 6 2009 1 24 0
06/22/2009 22 6 2009 2 25 0
06/23/2009 23 6 2009 3 25 0
06/24/2009 24 6 2009 4 25 0
06/25/2009 25 6 2009 5 25 0
06/26/2009 26 6 2009 6 25 0
06/27/2009 27 6 2009 7 25 0
06/28/2009 28 6 2009 1 25 0
06/29/2009 29 6 2009 2 26 0
06/30/2009 30 6 2009 3 26 0
07/01/2009 1 7 2009 4 26 0
07/02/2009 2 7 2009 5 26 0
07/03/2009 3 7 2009 6 26 0
07/04/2009 4 7 2009 7 26 0
07/05/2009 5 7 2009 1 26 0
07/06/2009 6 7 2009 2 27 0
07/07/2009 7 7 2009 3 27 0
07/08/2009 8 7 2009 4 27 0
07/09/2009 9 7 2009 5 27 0
07/10/2009 10 7 2009 6 27 0
07/11/2009 11 7 2009 7 27 0
07/12/2009 12 7 2009 1 27 0
07/13/2009 13 7 2009 2 28 0
07/14/2009 14 7 2009 3 28 0
07/15/2009 15 7 2009 4 28 0
07/16/2009 16 7 2009 5 28 0
07/17/2009 17 7 2009 6 28 0
07/18/2009 18 7 2009 7 28 0
07/19/2009 19 7 2009 1 28 0
07/20/2009 20 7 2009 2 29 0
07/21/2009 21 7 2009 3 29 0
07/22/2009 22 7 2009 4 29 0
07/23/2009 23 7 2009 5 29 0
07/24/2009 24 7 2009 6 29 0
07/25/2009 25 7 2009 7 29 0
07/26/2009 26 7 2009 1 29 0
07/27/2009 27 7 2009 2 30 0
07/28/2009 28 7 2009 3 30 0
07/29/2009 29 7 2009 4 30 0
07/30/2009 30 7 2009 5 30 0
07/31/2009 31 7 2009 6 30 0
08/01/2009 1 8 2009 7 30 0
08/02/2009 2 8 2009 1 30 0
08/03/2009 3 8 2009 2 31 0
08/04/2009 4 8 2009 3 31 0
08/05/2009 5 8 2009 4 31 0
08/06/2009 6 8 2009 5 31 0
08/07/2009 7 8 2009 6 31 0
08/08/2009 8 8 2009 7 31 0
08/09/2009 9 8 2009 1 31 0
08/10/2009 10 8 2009 2 32 0
08/11/2009 11 8 2009 3 32 0
08/12/2009 12 8 2009 4 32 0
08/13/2009 13 8 2009 5 32 0
08/14/2009 14 8 2009 6 32 0
08/15/2009 15 8 2009 7 32 0
08/16/2009 16 8 2009 1 32 0
08/17/2009 17 8 2009 2 33 0
08/18/2009 18 8 2009 3 33 0
08/19/2009 19 8 2009 4 33 0
08/20/2009 20 8 2009 5 33 0
08/21/2009 21 8 2009 6 33 0
08/22/2009 22 8 2009 7 33 0
08/23/2009 23 8 2009 1 33 0
08/24/2009 24 8 2009 2 34 0
08/25/2009 25 8 2009 3 34 0
08/26/2009 26 8 2009 4 34 0
08/27/2009 27 8 2009 5 34 0
08/28/2009 28 8 2009 6 34 0
08/29/2009 29 8 2009 7 34 0
08/30/2009 30 8 2009 1 34 0
08/31/2009 31 8 2009 2 35 0
09/01/2009 1 9 2009 3 35 0
09/02/2009 2 9 2009 4 35 0
09/03/2009 3 9 2009 5 35 0
09/04/2009 4 9 2009 6 35 0
09/05/2009 5 9 2009 7 35 0
09/06/2009 6 9 2009 1 35 0
09/07/2009 7 9 2009 2 36 0
09/08/2009 8 9 2009 3 36 0
09/09/2009 9 9 2009 4 36 0
09/10/2009 10 9 2009 5 36 0
09/11/2009 11 9 2009 6 36 0
09/12/2009 12 9 2009 7 36 0
09/13/2009 13 9 2009 1 36 0
09/14/2009 14 9 2009 2 37 0
09/15/2009 15 9 2009 3 37 0
09/16/2009 16 9 2009 4 37 0
09/17/2009 17 9 2009 5 37 0
09/18/2009 18 9 2009 6 37 0
09/19/2009 19 9 2009 7 37 0
09/20/2009 20 9 2009 1 37 0
09/21/2009 21 9 2009 2 38 0
09/22/2009 22 9 2009 3 38 0
09/23/2009 23 9 2009 4 38 0
09/24/2009 24 9 2009 5 38 0
09/25/2009 25 9 2009 6 38 0
09/26/2009 26 9 2009 7 38 0
09/27/2009 27 9 2009 1 38 0
09/28/2009 28 9 2009 2 39 0
09/29/2009 29 9 2009 3 39 0
09/30/2009 30 9 2009 4 39 0
10/01/2009 1 10 2009 5 39 0
10/02/2009 2 10 2009 6 39 0
10/03/2009 3 10 2009 7 39 0
10/04/2009 4 10 2009 1 39 0
10/05/2009 5 10 2009 2 40 0
10/06/2009 6 10 2009 3 40 0
10/07/2009 7 10 2009 4 40 0
10/08/2009 8 10 2009 5 40 0
10/09/2009 9 10 2009 6 40 0
10/10/2009 10 10 2009 7 40 0
10/11/2009 11 10 2009 1 40 0
10/12/2009 12 10 2009 2 41 0
10/13/2009 13 10 2009 3 41 0
10/14/2009 14 10 2009 4 41 0
10/15/2009 15 10 2009 5 41 0
10/16/2009 16 10 2009 6 41 0
10/17/2009 17 10 2009 7 41 0
10/18/2009 18 10 2009 1 41 0
10/19/2009 19 10 2009 2 42 0
10/20/2009 20 10 2009 3 42 0
10/21/2009 21 10 2009 4 42 0
10/22/2009 22 10 2009 5 42 0
10/23/2009 23 10 2009 6 42 0
10/24/2009 24 10 2009 7 42 0
10/25/2009 25 10 2009 1 42 0
10/26/2009 26 10 2009 2 43 0
10/27/2009 27 10 2009 3 43 0
10/28/2009 28 10 2009 4 43 0
10/29/2009 29 10 2009 5 43 0
10/30/2009 30 10 2009 6 43 0
10/31/2009 31 10 2009 7 43 0
11/01/2009 1 11 2009 1 43 0
11/02/2009 2 11 2009 2 44 0
11/03/2009 3 11 2009 3 44 0
11/04/2009 4 11 2009 4 44 0
11/05/2009 5 11 2009 5 44 0
11/06/2009 6 11 2009 6 44 0
11/07/2009 7 11 2009 7 44 0
11/08/2009 8 11 2009 1 44 0
11/09/2009 9 11 2009 2 45 0
11/10/2009 10 11 2009 3 45 0
11/11/2009 11 11 2009 4 45 0
11/12/2009 12 11 2009 5 45 0
11/13/2009 13 11 2009 6 45 0
11/14/2009 14 11 2009 7 45 0
11/15/2009 15 11 2009 1 45 0
11/16/2009 16 11 2009 2 46 0
11/17/2009 17 11 2009 3 46 0
11/18/2009 18 11 2009 4 46 0
11/19/2009 19 11 2009 5 46 0
11/20/2009 20 11 2009 6 46 0
11/21/2009 21 11 2009 7 46 0
11/22/2009 22 11 2009 1 46 0
11/23/2009 23 11 2009 2 47 0
11/24/2009 24 11 2009 3 47 0
11/25/2009 25 11 2009 4 47 0
11/26/2009 26 11 2009 5 47 0
11/27/2009 27 11 2009 6 47 0
11/28/2009 28 11 2009 7 47 0
11/29/2009 29 11 2009 1 47 0
11/30/2009 30 11 2009 2 48 0
12/01/2009 1 12 2009 3 48 0
12/02/2009 2 12 2009 4 48 0
12/03/2009 3 12 2009 5 48 0
12/04/2009 4 12 2009 6 48 0
12/05/2009 5 12 2009 7 48 0
12/06/2009 6 12 2009 1 48 0
12/07/2009 7 12 2009 2 49 0
12/08/2009 8 12 2009 3 49 0
12/09/2009 9 12 2009 4 49 0
12/10/2009 10 12 2009 5 49 0
12/11/2009 11 12 2009 6 49 0
12/12/2009 12 12 2009 7 49 0
12/13/2009 13 12 2009 1 49 0
12/14/2009 14 12 2009 2 50 0
12/15/2009 15 12 2009 3 50 0
12/16/2009 16 12 2009 4 50 0
12/17/2009 17 12 2009 5 50 0
12/18/2009 18 12 2009 6 50 0
12/19/2009 19 12 2009 7 50 0
12/20/2009 20 12 2009 1 50 0
12/21/2009 21 12 2009 2 51 0
12/22/2009 22 12 2009 3 51 0
12/23/2009 23 12 2009 4 51 0
12/24/2009 24 12 2009 5 51 0
12/25/2009 25 12 2009 6 51 0
12/26/2009 26 12 2009 7 51 0
12/27/2009 27 12 2009 1 51 0
12/28/2009 28 12 2009 2 52 0
12/29/2009 29 12 2009 3 52 0
12/30/2009 30 12 2009 4 52 0
12/31/2009 31 12 2009 5 52 0
01/01/2010 1 1 2010 6 52 0
01/02/2010 2 1 2010 7 52 0
01/03/2010 3 1 2010 1 52 0
01/04/2010 4 1 2010 2 1 0
01/05/2010 5 1 2010 3 1 0
01/06/2010 6 1 2010 4 1 0
01/07/2010 7 1 2010 5 1 0
01/08/2010 8 1 2010 6 1 0
01/09/2010 9 1 2010 7 1 0
01/10/2010 10 1 2010 1 1 0
01/11/2010 11 1 2010 2 2 0
01/12/2010 12 1 2010 3 2 0
01/13/2010 13 1 2010 4 2 0
01/14/2010 14 1 2010 5 2 0
01/15/2010 15 1 2010 6 2 0
01/16/2010 16 1 2010 7 2 0
01/17/2010 17 1 2010 1 2 0
01/18/2010 18 1 2010 2 3 0
01/19/2010 19 1 2010 3 3 0
01/20/2010 20 1 2010 4 3 0
01/21/2010 21 1 2010 5 3 0
01/22/2010 22 1 2010 6 3 0
01/23/2010 23 1 2010 7 3 0
01/24/2010 24 1 2010 1 3 0
01/25/2010 25 1 2010 2 4 0
01/26/2010 26 1 2010 3 4 0
01/27/2010 27 1 2010 4 4 0
01/28/2010 28 1 2010 5 4 0
01/29/2010 29 1 2010 6 4 0
01/30/2010 30 1 2010 7 4 0
01/31/2010 31 1 2010 1 4 0
02/01/2010 1 2 2010 2 5 0
02/02/2010 2 2 2010 3 5 0
02/03/2010 3 2 2010 4 5 0
02/04/2010 4 2 2010 5 5 0
02/05/2010 5 2 2010 6 5 0
02/06/2010 6 2 2010 7 5 0
02/07/2010 7 2 2010 1 5 0
02/08/2010 8 2 2010 2 6 0
02/09/2010 9 2 2010 3 6 0
02/10/2010 10 2 2010 4 6 0
02/11/2010 11 2 2010 5 6 0
02/12/2010 12 2 2010 6 6 0
02/13/2010 13 2 2010 7 6 0
02/14/2010 14 2 2010 1 6 0
02/15/2010 15 2 2010 2 7 0
02/16/2010 16 2 2010 3 7 0
02/17/2010 17 2 2010 4 7 0
02/18/2010 18 2 2010 5 7 0
02/19/2010 19 2 2010 6 7 0
02/20/2010 20 2 2010 7 7 0
02/21/2010 21 2 2010 1 7 0
02/22/2010 22 2 2010 2 8 0
02/23/2010 23 2 2010 3 8 0
02/24/2010 24 2 2010 4 8 0
02/25/2010 25 2 2010 5 8 0
02/26/2010 26 2 2010 6 8 0
02/27/2010 27 2 2010 7 8 0
02/28/2010 28 2 2010 1 8 0
03/01/2010 1 3 2010 2 9 0
03/02/2010 2 3 2010 3 9 0
03/03/2010 3 3 2010 4 9 0
03/04/2010 4 3 2010 5 9 0
03/05/2010 5 3 2010 6 9 0
03/06/2010 6 3 2010 7 9 0
03/07/2010 7 3 2010 1 9 0
03/08/2010 8 3 2010 2 10 0
03/09/2010 9 3 2010 3 10 0
03/10/2010 10 3 2010 4 10 0
03/11/2010 11 3 2010 5 10 0
03/12/2010 12 3 2010 6 10 0
03/13/2010 13 3 2010 7 10 0
03/14/2010 14 3 2010 1 10 0
03/15/2010 15 3 2010 2 11 0
03/16/2010 16 3 2010 3 11 0
03/17/2010 17 3 2010 4 11 0
03/18/2010 18 3 2010 5 11 0
03/19/2010 19 3 2010 6 11 0
03/20/2010 20 3 2010 7 11 0
03/21/2010 21 3 2010 1 11 0
03/22/2010 22 3 2010 2 12 0
03/23/2010 23 3 2010 3 12 0
03/24/2010 24 3 2010 4 12 0
03/25/2010 25 3 2010 5 12 0
03/26/2010 26 3 2010 6 12 0
03/27/2010 27 3 2010 7 12 0
03/28/2010 28 3 2010 1 12 0
03/29/2010 29 3 2010 2 13 0
03/30/2010 30 3 2010 3 13 0
03/31/2010 31 3 2010 4 13 0
04/01/2010 1 4 2010 5 13 0
04/02/2010 2 4 2010 6 13 0
04/03/2010 3 4 2010 7 13 0
04/04/2010 4 4 2010 1 13 0
04/05/2010 5 4 2010 2 14 0
04/06/2010 6 4 2010 3 14 0
04/07/2010 7 4 2010 4 14 0
04/08/2010 8 4 2010 5 14 0
04/09/2010 9 4 2010 6 14 0
04/10/2010 10 4 2010 7 14 0
04/11/2010 11 4 2010 1 14 0
04/12/2010 12 4 2010 2 15 0
04/13/2010 13 4 2010 3 15 0
04/14/2010 14 4 2010 4 15 0
04/15/2010 15 4 2010 5 15 0
04/16/2010 16 4 2010 6 15 0
04/17/2010 17 4 2010 7 15 0
04/18/2010 18 4 2010 1 15 0
04/19/2010 19 4 2010 2 16 0
04/20/2010 20 4 2010 3 16 0
04/21/2010 21 4 2010 4 16 0
04/22/2010 22 4 2010 5 16 0
04/23/2010 23 4 2010 6 16 0
04/24/2010 24 4 2010 7 16 0
04/25/2010 25 4 2010 1 16 0
04/26/2010 26 4 2010 2 17 0
04/27/2010 27 4 2010 3 17 0
04/28/2010 28 4 2010 4 17 0
04/29/2010 29 4 2010 5 17 0
04/30/2010 30 4 2010 6 17 0
05/01/2010 1 5 2010 7 17 0
05/02/2010 2 5 2010 1 17 0
05/03/2010 3 5 2010 2 18 0
05/04/2010 4 5 2010 3 18 0
05/05/2010 5 5 2010 4 18 0
05/06/2010 6 5 2010 5 18 0
05/07/2010 7 5 2010 6 18 0
05/08/2010 8 5 2010 7 18 0
05/09/2010 9 5 2010 1 18 0
05/10/2010 10 5 2010 2 19 0
05/11/2010 11 5 2010 3 19 0
05/12/2010 12 5 2010 4 19 0
05/13/2010 13 5 2010 5 19 0
05/14/2010 14 5 2010 6 19 0
05/15/2010 15 5 2010 7 19 0
05/16/2010 16 5 2010 1 19 0
05/17/2010 17 5 2010 2 20 0
05/18/2010 18 5 2010 3 20 0
05/19/2010 19 5 2010 4 20 0
05/20/2010 20 5 2010 5 20 0
05/21/2010 21 5 2010 6 20 0
05/22/2010 22 5 2010 7 20 0
05/23/2010 23 5 2010 1 20 0
05/24/2010 24 5 2010 2 21 0
05/25/2010 25 5 2010 3 21 0
05/26/2010 26 5 2010 4 21 0
05/27/2010 27 5 2010 5 21 0
05/28/2010 28 5 2010 6 21 0
05/29/2010 29 5 2010 7 21 0
05/30/2010 30 5 2010 1 21 0
05/31/2010 31 5 2010 2 22 0
06/01/2010 1 6 2010 3 22 0
06/02/2010 2 6 2010 4 22 0
06/03/2010 3 6 2010 5 22 0
06/04/2010 4 6 2010 6 22 0
06/05/2010 5 6 2010 7 22 0
06/06/2010 6 6 2010 1 22 0
06/07/2010 7 6 2010 2 23 0
06/08/2010 8 6 2010 3 23 0
06/09/2010 9 6 2010 4 23 0
06/10/2010 10 6 2010 5 23 0
06/11/2010 11 6 2010 6 23 0
06/12/2010 12 6 2010 7 23 0
06/13/2010 13 6 2010 1 23 0
06/14/2010 14 6 2010 2 24 0
06/15/2010 15 6 2010 3 24 0
06/16/2010 16 6 2010 4 24 0
06/17/2010 17 6 2010 5 24 0
06/18/2010 18 6 2010 6 24 0
06/19/2010 19 6 2010 7 24 0
06/20/2010 20 6 2010 1 24 0
06/21/2010 21 6 2010 2 25 0
06/22/2010 22 6 2010 3 25 0
06/23/2010 23 6 2010 4 25 0
06/24/2010 24 6 2010 5 25 0
06/25/2010 25 6 2010 6 25 0
06/26/2010 26 6 2010 7 25 0
06/27/2010 27 6 2010 1 25 0
06/28/2010 28 6 2010 2 26 0
06/29/2010 29 6 2010 3 26 0
06/30/2010 30 6 2010 4 26 0
07/01/2010 1 7 2010 5 26 0
07/02/2010 2 7 2010 6 26 0
07/03/2010 3 7 2010 7 26 0
07/04/2010 4 7 2010 1 26 0
07/05/2010 5 7 2010 2 27 0
07/06/2010 6 7 2010 3 27 0
07/07/2010 7 7 2010 4 27 0
07/08/2010 8 7 2010 5 27 0
07/09/2010 9 7 2010 6 27 0
07/10/2010 10 7 2010 7 27 0
07/11/2010 11 7 2010 1 27 0
07/12/2010 12 7 2010 2 28 0
07/13/2010 13 7 2010 3 28 0
07/14/2010 14 7 2010 4 28 0
07/15/2010 15 7 2010 5 28 0
07/16/2010 16 7 2010 6 28 0
07/17/2010 17 7 2010 7 28 0
07/18/2010 18 7 2010 1 28 0
07/19/2010 19 7 2010 2 29 0
07/20/2010 20 7 2010 3 29 0
07/21/2010 21 7 2010 4 29 0
07/22/2010 22 7 2010 5 29 0
07/23/2010 23 7 2010 6 29 0
07/24/2010 24 7 2010 7 29 0
07/25/2010 25 7 2010 1 29 0
07/26/2010 26 7 2010 2 30 0
07/27/2010 27 7 2010 3 30 0
07/28/2010 28 7 2010 4 30 0
07/29/2010 29 7 2010 5 30 0
07/30/2010 30 7 2010 6 30 0
07/31/2010 31 7 2010 7 30 0
08/01/2010 1 8 2010 1 30 0
08/02/2010 2 8 2010 2 31 0
08/03/2010 3 8 2010 3 31 0
08/04/2010 4 8 2010 4 31 0
08/05/2010 5 8 2010 5 31 0
08/06/2010 6 8 2010 6 31 0
08/07/2010 7 8 2010 7 31 0
08/08/2010 8 8 2010 1 31 0
08/09/2010 9 8 2010 2 32 0
08/10/2010 10 8 2010 3 32 0
08/11/2010 11 8 2010 4 32 0
08/12/2010 12 8 2010 5 32 0
08/13/2010 13 8 2010 6 32 0
08/14/2010 14 8 2010 7 32 0
08/15/2010 15 8 2010 1 32 0
08/16/2010 16 8 2010 2 33 0
08/17/2010 17 8 2010 3 33 0
08/18/2010 18 8 2010 4 33 0
08/19/2010 19 8 2010 5 33 0
08/20/2010 20 8 2010 6 33 0
08/21/2010 21 8 2010 7 33 0
08/22/2010 22 8 2010 1 33 0
